2 1000
0.766529 0.807216 2.66387
0.750233 0.568774 3.49439
0.791739 0.00197876 2.78751
0.113504 0.0144049 1.73139
0.355216 0.864362 1.88137
0.617497 0.0852051 2.90588
0.287569 0.328666 3.03989
0.874396 0.0852659 3.20467
0.995933 0.45717 3.96286
0.526941 0.233698 3.25629
0.274588 0.880423 1.67701
0.373463 0.670897 2.66439
0.161797 0.31991 2.76239
0.121992 0.241643 2.52149
0.596016 0.775422 2.58394
0.903112 0.100335 3.2913
0.706759 0.398462 3.68111
0.0392472 0.793864 1.36236
0.161596 0.935728 1.23825
0.758892 0.161202 3.34333
0.28159 0.922874 1.5387
0.259853 0.602598 2.68728
0.398625 0.92005 1.74979
0.440344 0.0844493 2.65858
0.614598 0.576649 3.30922
0.876684 0.327474 3.83879
0.719259 0.552622 3.49846
0.432387 0.162861 2.92146
0.159426 0.36605 2.79289
0.716062 0.00229949 2.70161
0.522023 0.0515346 2.6497
0.92361 0.991258 2.18861
0.8197 0.0883261 3.15675
0.566353 0.112929 2.94164
0.150146 0.305573 2.71486
0.531879 0.524914 3.32198
0.28389 0.665299 2.52776
0.923438 0.34422 3.90317
0.121192 0.597796 2.37819
0.416252 0.930201 1.74299
0.331025 0.518156 3.0274
0.511724 0.649348 2.94843
0.69988 0.310231 3.61926
0.452112 0.327235 3.3107
0.116653 0.481187 2.6211
0.339178 0.495929 3.08073
0.593748 0.922216 2.02074
0.976903 0.39872 3.97648
0.935869 0.900028 2.49218
0.0369056 0.852193 1.12021
0.570333 0.833227 2.32026
0.510065 0.25687 3.28437
0.372742 0.573372 2.97108
0.980733 0.961925 2.33176
0.761945 0.774707 2.78854
0.533885 0.776736 2.49599
0.765625 0.0667028 3.01366
0.423973 0.835013 2.10511
0.255624 0.814302 1.89583
0.465048 0.62416 2.96505
0.929062 0.824381 2.77245
0.520235 0.139211 2.97105
0.498611 0.779327 2.43653
0.801781 0.708059 3.09529
0.262484 0.435461 3.01007
0.536917 0.877409 2.1057
0.300745 0.342863 3.077
0.566492 0.275163 3.39682
0.5891 0.631589 3.11221
0.833926 0.466296 3.78337
0.941797 0.845134 2.70425
0.289745 0.877523 1.71635
0.752937 0.231543 3.53477
0.33073 0.585239 2.86798
0.703489 0.611793 3.31743
0.488152 0.274103 3.28693
0.170239 0.318381 2.78134
0.316519 0.511638 3.01415
0.0632848 0.699327 1.84065
0.0732388 0.00350178 1.55526
0.934832 0.800302 2.87415
0.106597 0.0291038 1.76914
0.120638 0.0929878 2.05809
0.622101 0.835426 2.37869
0.796732 0.760601 2.88422
0.0536751 0.0695626 1.73803
0.00868281 0.697398 1.53114
0.608691 0.010776 2.60346
0.794413 0.885385 2.39323
0.935142 0.0207606 3.017
0.518323 0.00286023 2.45133
0.220881 0.459352 2.90463
0.0301925 0.636269 1.90928
0.865925 0.276347 3.75474
0.247088 0.809406 1.89828
0.2575 0.589185 2.72161
0.181989 0.397416 2.85303
0.814308 0.50155 3.71148
0.769068 0.588739 3.46191
0.865817 0.382165 3.8601
0.771775 0.444838 3.73535
0.474629 0.450348 3.3514
0.186638 0.516465 2.74397
0.85068 0.182876 3.51264
0.0670532 0.628594 2.10479
0.487277 0.752998 2.52534
0.568747 0.311533 3.45606
0.733217 0.366213 3.70695
0.170666 0.367967 2.82135
0.838439 0.955497 2.20223
0.853178 0.745834 3.00495
0.935691 0.0957456 3.30831
0.852348 0.611365 3.48771
0.400283 0.0176818 2.33603
0.6772 0.346976 3.62917
0.836926 0.599174 3.50757
0.499384 0.191991 3.10802
0.465232 0.866532 2.04529
0.538735 0.773239 2.51659
0.922762 0.413407 3.91778
0.553944 0.270015 3.37053
0.887731 0.217552 3.64885
0.395312 0.450204 3.23114
0.736068 0.529175 3.57055
0.834159 0.813338 2.71512
0.582075 0.968468 1.85731
0.609522 0.97837 1.86395
0.950037 0.336666 3.92438
0.970577 0.351236 3.95664
0.945917 0.273631 3.83388
0.821492 0.738414 2.99956
0.456048 0.825767 2.18985
0.991727 0.00868514 3.02644
0.21898 0.985628 1.21791
0.879826 0.169283 3.50254
0.899404 0.981096 2.19148
0.0644185 0.0886175 1.85471
0.329057 0.871781 1.80857
0.544955 0.73123 2.6914
0.675224 0.980659 1.93942
0.363491 0.808421 2.11384
0.252478 0.494436 2.92328
0.107102 0.388238 2.65437
0.421443 0.439003 3.28127
0.459563 0.638681 2.90958
0.0370688 0.330712 2.35448
0.224711 0.943835 1.35591
0.366137 0.519654 3.08399
0.795334 0.348897 3.76832
0.63179 0.970642 1.9147
0.585956 0.190444 3.22116
0.600221 0.727429 2.77928
0.708556 0.202887 3.40887
0.518409 0.193936 3.14026
0.436382 0.435972 3.30624
0.238444 0.0061794 2.00133
0.532234 0.336287 3.43374
0.412851 0.422114 3.27816
0.786611 0.62426 3.37466
0.0909315 0.636 2.16575
0.511451 0.287682 3.34338
0.41839 0.620914 2.90515
0.749924 0.0550807 2.95051
0.62827 0.856715 2.30386
0.968591 0.346256 3.95113
0.140979 0.232975 2.5537
0.285329 0.973384 1.38526
0.303858 0.419577 3.09669
0.237671 0.368896 2.9705
0.59044 0.550605 3.34387
0.766998 0.328451 3.71873
0.533116 0.653121 2.96506
0.42235 0.501745 3.20614
0.750421 0.99962 1.97673
0.0652964 0.876242 1.15563
0.898145 0.319272 3.85259
0.956063 0.468608 3.90983
0.781129 0.459706 3.73193
0.521201 0.0734209 2.73336
0.781065 0.334645 3.74072
0.251554 0.37376 3.00024
0.565841 0.753051 2.63347
0.903443 0.648756 3.42075
0.920534 0.075504 3.21634
0.790425 0.373441 3.77515
0.0146594 0.180873 1.90416
0.817978 0.0139295 2.86453
0.881208 0.0765814 3.17901
0.638312 0.183827 3.26871
0.514715 0.850798 2.17625
0.781855 0.093959 3.1355
0.808604 0.622616 3.40453
0.0874374 0.486788 2.52141
0.0439771 0.932776 0.86346
0.368873 0.509252 3.10798
0.625976 0.456578 3.54991
0.994659 0.539446 3.82727
0.311193 0.704896 2.43217
0.484318 0.979201 1.69199
0.634458 0.439578 3.57553
0.121751 0.97829 1.0006
0.0874319 0.742307 1.76289
0.814719 0.258418 3.66442
0.380022 0.344831 3.21464
0.199259 0.0350943 2.03269
0.151347 0.70413 2.09744
0.51845 0.151289 3.00896
0.686577 0.164739 3.26949
0.472434 0.768061 2.44397
0.975253 0.842889 2.74716
0.47882 0.190854 3.07533
0.514137 0.196422 3.14138
0.492154 0.441866 3.3838
0.403417 0.217295 3.0341
0.764253 0.701492 3.07779
0.692345 0.717696 2.93166
0.743245 0.263051 3.59275
0.730844 0.763232 2.79834
0.810942 0.218578 3.56815
0.687066 0.275563 3.55002
0.678876 0.562882 3.42499
0.725118 0.660218 3.18314
0.962259 0.291243 3.88067
0.727876 0.410018 3.70392
0.0932374 0.467856 2.56585
0.371312 0.966332 1.55652
0.0269923 0.705895 1.64126
0.499446 0.689942 2.78604
0.856569 0.321564 3.81081
0.861467 0.509489 3.74916
0.729867 0.903455 2.25377
0.0286092 0.90093 0.892431
0.827692 0.755665 2.9382
0.0186365 0.469151 2.22664
0.248555 0.278693 2.89491
0.0991064 0.0477241 1.81936
0.3946 0.129766 2.75241
0.137155 0.80461 1.66391
0.697712 0.497074 3.58469
0.065323 0.321756 2.47117
0.385251 0.430167 3.23016
0.824379 0.716197 3.08919
0.340904 0.766058 2.24502
0.900791 0.997585 2.14775
0.727981 0.0942752 3.07466
0.693919 0.424568 3.65792
0.778886 0.814662 2.6483
0.68645 0.247507 3.49309
0.363654 0.834003 2.01288
0.502421 0.212276 3.16832
0.512626 0.346776 3.41513
0.96057 0.575957 3.70332
0.474835 0.804884 2.3003
0.360034 0.38003 3.19877
0.846383 0.367269 3.83481
0.385937 0.182244 2.90858
0.259182 0.00491064 2.03784
0.830333 0.877116 2.46376
0.351597 0.906539 1.72009
0.772235 0.299989 3.68956
0.433444 0.645406 2.84789
0.235315 0.84289 1.74224
0.798569 0.827929 2.61795
0.941616 0.260014 3.80317
0.555571 0.719558 2.75106
0.95155 0.504751 3.85217
0.587864 0.646755 3.06003
0.755212 0.137749 3.2616
0.135722 0.366832 2.73146
0.031764 0.694705 1.71132
0.724682 0.23653 3.51372
0.631802 0.478432 3.53149
0.826115 0.0372454 2.96625
0.947588 0.611169 3.58874
0.823821 0.216955 3.57821
0.00420728 0.625532 1.72649
0.84406 0.524484 3.7017
0.630123 0.871506 2.24994
0.465585 0.0809188 2.68273
0.711902 0.793013 2.65703
0.993204 0.620135 3.60714
0.264371 0.31415 2.97939
0.424294 0.0619797 2.54814
0.450331 0.65511 2.84001
0.734153 0.189389 3.4008
0.197029 0.504187 2.78996
0.433838 0.422518 3.31022
0.147952 0.863305 1.46268
0.405358 0.90511 1.8126
0.952288 0.505033 3.85244
0.1121 0.583239 2.39297
0.663631 0.829711 2.45295
0.86566 0.192465 3.55685
0.598907 0.250876 3.39114
0.90817 0.827099 2.73993
0.570652 0.21805 3.27658
0.476665 0.359035 3.37177
0.954908 0.385923 3.95402
0.13653 0.695237 2.09188
0.337847 0.012005 2.21049
0.827701 0.120213 3.2821
0.159624 0.223045 2.5775
0.7156 0.255037 3.54405
0.399243 0.878817 1.89867
0.995831 0.708866 3.2972
0.106249 0.708371 1.95517
0.405655 0.795653 2.23281
0.791692 0.24971 3.62038
0.894868 0.529995 3.7449
0.209944 0.271072 2.80036
0.0860959 0.269288 2.46745
0.257056 0.622906 2.61918
0.314818 0.861597 1.82208
0.184473 0.668998 2.30797
0.51778 0.728965 2.66296
0.488975 0.853721 2.12863
0.323425 0.827263 1.97073
0.360965 0.953301 1.57936
0.702825 0.0529438 2.88689
0.235292 0.823948 1.81655
0.0659407 0.489869 2.43899
0.834077 0.812738 2.71741
0.00750469 0.734115 1.37695
0.478089 0.0188379 2.45816
0.257667 0.651708 2.52485
0.826505 0.974859 2.13089
0.404551 0.443125 3.25181
0.264232 0.737855 2.2171
0.304182 0.673047 2.53748
0.25173 0.956213 1.37213
0.737664 0.459626 3.68213
0.777134 0.858691 2.47411
0.225055 0.501406 2.85574
0.923612 0.488746 3.8492
0.046329 0.484297 2.36411
0.669525 0.84019 2.41907
0.40327 0.0366659 2.41621
0.484332 0.0580251 2.6219
0.0988968 0.713124 1.91404
0.412635 0.573728 3.03382
0.0480751 0.761585 1.53363
0.236748 0.441168 2.9544
0.802469 0.891225 2.38083
0.706883 0.93101 2.13146
0.0767026 0.395407 2.55385
0.0940401 0.14882 2.17406
0.0272464 0.73805 1.51839
0.0374969 0.271776 2.27257
0.0394389 0.499243 2.30774
0.102467 0.700899 1.97181
0.782943 0.661471 3.24534
0.969293 0.725793 3.20522
0.249531 0.114415 2.44091
0.537405 0.997062 1.71709
0.394156 0.922865 1.73306
0.408344 0.846978 2.0342
0.461606 0.928347 1.81769
0.144542 0.301727 2.69489
0.245021 0.0271392 2.09834
0.765621 0.990872 2.01756
0.136997 0.0556134 1.96089
0.743596 0.484806 3.65754
0.628558 0.434746 3.57152
0.965817 0.273318 3.85366
0.718133 0.610846 3.3377
0.479888 0.655129 2.88329
0.749047 0.488473 3.65846
0.299693 0.545599 2.91362
0.609496 0.511111 3.45131
0.00575367 0.15972 1.748
0.553172 0.745395 2.64684
0.379042 0.679973 2.64064
0.519624 0.321573 3.4015
0.194047 0.432152 2.86859
0.281963 0.245603 2.89384
0.972888 0.54932 3.7828
0.174238 0.164956 2.44781
0.0265696 0.127157 1.81298
0.95369 0.694782 3.30772
0.596295 0.979511 1.84365
0.355738 0.848778 1.94206
0.579578 0.255413 3.37557
0.105478 0.614497 2.28114
0.415887 0.374642 3.28718
0.236171 0.794157 1.93692
0.704795 0.803552 2.60649
0.599214 0.878541 2.18417
0.398552 0.343143 3.24304
0.644067 0.0638271 2.85762
0.984775 0.547296 3.79953
0.5761 0.730886 2.73435
0.609708 0.278066 3.45838
0.899267 0.204517 3.62642
0.836805 0.953371 2.20707
0.572516 0.725042 2.75238
0.287037 0.563702 2.84656
0.601837 0.828265 2.38093
0.80041 0.620044 3.40355
0.992943 0.1287 3.48529
0.410329 0.280322 3.1818
0.943396 0.458742 3.90788
0.972773 0.60626 3.62937
0.258128 0.168555 2.64042
0.499228 0.259906 3.27533
0.929413 0.0266774 3.03463
0.024913 0.713855 1.59796
0.214025 0.359171 2.91628
0.645015 0.978136 1.90944
0.460979 0.727111 2.58895
0.335447 0.918208 1.65175
0.72917 0.0301041 2.82796
0.839729 0.606502 3.48879
0.149998 0.348135 2.75875
0.643695 0.194248 3.30575
0.491746 0.215013 3.16037
0.918627 0.714792 3.19559
0.036292 0.950309 0.768173
0.607989 0.362373 3.55212
0.694749 0.434623 3.653
0.230171 0.624337 2.56012
0.786652 0.768035 2.84326
0.451228 0.958487 1.70512
0.0819879 0.199327 2.28815
0.0626493 0.926065 0.967152
0.310768 0.536678 2.95363
0.404376 0.415909 3.2675
0.358748 0.137806 2.72164
0.546561 0.896309 2.04936
0.124605 0.874909 1.35555
0.422062 0.0245583 2.3974
0.605928 0.691106 2.92512
0.609559 0.438009 3.54511
0.0361673 0.333802 2.35273
0.456536 0.855505 2.07458
0.27061 0.703032 2.36394
0.20581 0.692981 2.26863
0.0892862 0.848382 1.34834
0.246355 0.330857 2.96224
0.461963 0.447977 3.33501
0.252077 0.294698 2.92829
0.0932538 0.322674 2.57178
0.740886 0.661981 3.19535
0.848953 0.771072 2.90005
0.117504 0.997242 0.936032
0.727885 0.37136 3.70268
0.0552612 0.810571 1.36963
0.129579 0.496646 2.63474
0.596768 0.750515 2.6841
0.276064 0.662226 2.52383
0.111516 0.695188 2.02094
0.0565455 0.1062 1.88773
0.463766 0.0969418 2.74013
0.391724 0.969811 1.57921
0.857205 0.3139 3.80244
0.310347 0.797945 2.06401
0.397014 0.239533 3.0783
0.326093 0.849717 1.88764
0.760953 0.0736105 3.03486
0.902862 0.317101 3.85501
0.713221 0.297105 3.61683
0.282533 0.115723 2.50961
0.171221 0.0471878 2.01521
0.519533 0.362675 3.43437
0.460325 0.12295 2.82916
0.926009 0.833464 2.73351
0.540374 0.841892 2.24614
0.657986 0.322563 3.58323
0.701234 0.12053 3.13845
0.752759 0.609706 3.38157
0.441664 0.0744528 2.62258
0.305275 0.378985 3.10353
0.682819 0.596993 3.33694
0.0637686 0.327258 2.47098
0.265406 0.998911 1.27641
0.84804 0.892427 2.42662
0.521034 0.315859 3.39679
0.628328 0.793747 2.55195
0.829655 0.279204 3.72042
0.332164 0.488661 3.0799
0.0866339 0.254089 2.43887
0.216637 0.48762 2.85967
0.253852 0.314766 2.95948
0.922087 0.577018 3.66081
0.921825 0.409824 3.91789
0.780941 0.323308 3.72914
0.983527 0.817922 2.85373
0.881847 0.301341 3.8121
0.218691 0.047239 2.12312
0.229583 0.995121 1.21439
0.748507 0.909586 2.25375
0.415488 0.87911 1.92304
0.204139 0.452794 2.87488
0.0997573 0.879657 1.26352
0.635126 0.920091 2.08082
0.837646 0.401925 3.82978
0.783607 0.112016 3.20365
0.996755 0.556503 3.78967
0.382048 0.866597 1.91708
0.719248 0.848668 2.44578
0.714003 0.170283 3.31965
0.636193 0.676662 3.0166
0.94379 0.847601 2.69672
0.356069 0.547155 3.00857
0.197454 0.386634 2.88842
0.399192 0.704228 2.58264
0.422044 0.689716 2.67275
0.872118 0.0627135 3.11598
0.19308 0.348456 2.8632
0.300763 0.115977 2.54428
0.360435 0.822047 2.05465
0.0348838 0.362113 2.36607
0.246709 0.315592 2.94621
0.26292 0.0494603 2.22207
0.76395 0.936393 2.18016
0.537318 0.386762 3.46576
0.178066 0.574253 2.59165
0.58683 0.00594809 2.55589
0.466562 0.497169 3.28006
0.844236 0.625743 3.43373
0.997928 0.581969 3.72477
0.217805 0.77306 1.98273
0.281478 0.102197 2.45859
0.224094 0.967727 1.28041
0.234321 0.230949 2.76603
0.901024 0.535558 3.73957
0.702194 0.0579303 2.90559
0.51105 0.343078 3.41012
0.0945806 0.771205 1.67182
0.48681 0.842392 2.16943
0.333906 0.0873576 2.49806
0.126448 0.338386 2.68768
0.0154219 0.860676 0.95179
0.895813 0.772177 2.94581
0.187113 0.00489028 1.88469
0.801922 0.603027 3.45749
0.317907 0.769292 2.19205
0.440308 0.632911 2.89994
0.11345 0.993398 0.934367
0.520197 0.645469 2.97344
0.975733 0.580273 3.70707
0.182472 0.829085 1.68048
0.925867 0.308944 3.86884
0.426912 0.867749 1.98329
0.701023 0.0294433 2.79204
0.0506162 0.621625 2.05919
0.706812 0.157597 3.2709
0.250894 0.611388 2.64297
0.282888 0.697262 2.40903
0.521155 0.589309 3.15019
0.186957 0.0268707 1.97205
0.0118739 0.495098 2.13522
0.0568762 0.0263519 1.58219
0.296986 0.983727 1.37724
0.915532 0.861538 2.6138
0.229612 0.56364 2.73356
0.407768 0.820631 2.13667
0.647049 0.640589 3.15617
0.336179 0.82629 1.99678
0.420658 0.775611 2.3363
0.116098 0.713035 1.96689
0.438873 0.711307 2.61699
0.341693 0.532646 3.01646
0.86488 0.997842 2.10885
0.480538 0.55584 3.18095
0.0901507 0.0943978 1.96918
0.0445263 0.396224 2.42193
0.90878 0.390909 3.90657
0.790844 0.447305 3.75483
0.261067 0.172627 2.65882
0.931813 0.311525 3.87836
0.640796 0.405379 3.59971
0.404261 0.914226 1.77883
0.0867054 0.953359 0.966485
0.593667 0.508497 3.43563
0.0606041 0.607114 2.14657
0.394638 0.449441 3.23076
0.723229 0.360263 3.69245
0.86997 0.171478 3.49882
0.43057 0.366523 3.30688
0.493256 0.257284 3.2615
0.204848 0.934883 1.34226
0.557853 0.683039 2.89188
0.752291 0.00119668 2.73948
0.991425 0.732951 3.19966
0.97097 0.578674 3.70659
0.833126 0.65831 3.31225
0.821137 0.43892 3.79529
0.857493 0.32232 3.81265
0.528605 0.800362 2.39428
0.107013 0.71485 1.93272
0.213869 0.208967 2.6668
0.674946 0.800834 2.5814
0.517753 0.922333 1.91834
0.114147 0.738265 1.86313
0.256451 0.954708 1.38618
0.42564 0.147596 2.8615
0.180541 0.357057 2.83966
0.659274 0.11236 3.05837
0.0471128 0.714415 1.71424
0.229806 0.228241 2.75008
0.48532 0.725445 2.63082
0.525907 0.386488 3.45008
0.346353 0.891416 1.76556
0.76664 0.170232 3.38067
0.596731 0.284433 3.45265
0.0351003 0.887228 0.978552
0.982056 0.345249 3.96402
0.655941 0.016483 2.68569
0.345038 0.732008 2.38674
0.874818 0.587591 3.58185
0.364925 0.717999 2.47452
0.747462 0.401163 3.72854
0.705949 0.0306935 2.80288
0.0543833 0.882392 1.08809
0.224919 0.64308 2.48753
0.350827 0.698777 2.5242
0.549062 0.224557 3.2642
0.392209 0.829609 2.07661
0.726432 0.385579 3.70421
0.654419 0.161494 3.2199
0.780296 0.704044 3.08639
0.99591 0.479485 3.93625
0.695031 0.088191 3.01286
0.967188 0.80773 2.8777
0.496488 0.985666 1.69114
0.301925 0.333545 3.07109
0.723623 0.934027 2.14121
0.143239 0.00971621 1.79579
0.739537 0.0016296 2.72644
0.145786 0.330751 2.73309
0.17771 0.880408 1.47216
0.977768 0.310314 3.92383
0.591491 0.581133 3.26731
0.411662 0.114071 2.72383
0.527651 0.0526567 2.66186
0.950543 0.0492537 3.14566
0.224565 0.858726 1.65864
0.416179 0.759574 2.39335
0.0313167 0.0490963 1.54906
0.531787 0.224159 3.23971
0.37655 0.709592 2.52587
0.385201 0.225201 3.02512
0.290723 0.35995 3.06981
0.573172 0.967469 1.84857
0.149572 0.43065 2.76199
0.260991 0.940251 1.44119
0.70935 0.481735 3.62171
0.316507 0.314684 3.07688
0.771407 0.762017 2.84998
0.664294 0.916709 2.12866
0.693812 0.630549 3.24645
0.711265 0.164503 3.29827
0.0441099 0.932867 0.863791
0.563793 0.532672 3.34904
0.868942 0.613111 3.50022
0.0596165 0.56059 2.27118
0.3352 0.36399 3.15134
0.733623 0.820037 2.57493
0.290944 0.0266378 2.18513
0.824715 0.173526 3.45597
0.86909 0.866751 2.5448
0.0123129 0.0749501 1.51726
0.234681 0.741324 2.14426
0.211823 0.799416 1.86444
0.309535 0.85807 1.82611
0.0772147 0.694565 1.91114
0.927878 0.781691 2.94136
0.365428 0.101856 2.60526
0.822135 0.399051 3.81311
0.698572 0.0116266 2.7181
0.0637928 0.460005 2.46912
0.917038 0.545565 3.73405
0.907204 0.96466 2.24778
0.134637 0.240153 2.5534
0.777019 0.0895894 3.11371
0.90657 0.670223 3.34886
0.823736 0.942125 2.22855
0.357373 0.0762251 2.49581
0.173688 0.282892 2.7386
0.519577 0.433668 3.42824
