2 1000
0.447266 0.504238 0.545697
0.540658 0.375199 0.566915
0.674804 0.875274 -0.221465
0.720858 0.168492 0.451975
0.430802 0.648931 0.393298
0.692514 0.71037 0.015798
0.189973 0.242571 0.90507
0.968168 0.869393 -0.693194
0.880801 0.885267 -0.559508
0.733271 0.0605863 0.458643
0.529167 0.286819 0.637717
0.517361 0.896956 -0.0721922
0.920876 0.278928 0.0741867
0.526079 0.717677 0.208181
0.459965 0.537703 0.499307
0.242637 0.189956 0.905044
0.661929 0.839305 -0.142584
0.863419 0.227009 0.202974
0.862102 0.276796 0.180164
0.00352206 0.586944 0.655484
0.206978 0.828773 0.270296
0.964771 0.0713695 0.0641239
0.630714 0.390501 0.449709
0.271155 0.203082 0.885233
0.882942 0.621527 -0.165883
0.243584 0.275944 0.864522
0.720226 0.394871 0.325352
0.833552 0.707314 -0.195101
0.840013 0.756678 -0.278183
0.428848 0.545314 0.518721
0.193306 0.35669 0.835405
0.240042 0.168442 0.914007
0.784562 0.255158 0.319358
0.351155 0.0814339 0.870059
0.230159 0.0713179 0.94194
0.894062 0.460108 -0.011047
0.286758 0.64018 0.50794
0.329862 0.251848 0.827764
0.0383771 0.385922 0.849591
0.27018 0.219496 0.878824
0.510488 0.482047 0.507033
0.83298 0.275903 0.230022
0.100818 0.1143 0.976771
0.88186 0.244941 0.162326
0.623672 0.61462 0.233276
0.267701 0.745115 0.37314
0.58292 0.233554 0.605657
0.139707 0.250175 0.917895
0.973747 0.0523812 0.0490725
0.326922 0.16222 0.866807
0.75394 0.171705 0.402092
0.375857 0.375554 0.717691
0.449319 0.835255 0.100461
0.911069 0.128287 0.153496
0.929002 0.0278695 0.136179
0.109875 0.868837 0.23305
0.631834 0.399244 0.44139
0.946332 0.0559466 0.101326
0.687298 0.276079 0.451402
0.478736 0.00151614 0.770809
0.946675 0.0749693 0.0981853
0.710211 0.166104 0.468009
0.571323 0.232459 0.619553
0.117074 0.94634 0.0907346
0.0382671 0.902448 0.184123
0.274742 0.368943 0.788398
0.414601 0.880973 0.0519919
0.703642 0.320693 0.402044
0.441101 0.910172 -0.0229823
0.757951 0.418415 0.25044
0.103257 0.550354 0.686449
0.99256 0.558504 -0.297102
0.473999 0.0368287 0.773969
0.909003 0.805559 -0.475213
0.804477 0.171076 0.32355
0.269744 0.469746 0.706577
0.25271 0.113825 0.923181
0.062554 0.140629 0.97631
0.448085 0.666857 0.354521
0.407533 0.828493 0.147517
0.586022 0.707477 0.156053
0.624767 0.352968 0.48508
0.956644 0.172744 0.0549924
0.174582 0.423499 0.79017
0.939694 0.136545 0.0983306
0.84255 0.975909 -0.662289
0.248398 0.871197 0.179315
0.606818 0.771557 0.0364716
0.483039 0.540848 0.474157
0.0989355 0.20677 0.947458
0.815482 0.228721 0.282676
0.661386 0.157007 0.537917
0.539753 0.101512 0.698362
0.913739 0.771352 -0.429903
0.370308 0.71207 0.355828
0.239424 0.429626 0.758098
0.438728 0.42155 0.629813
0.102663 0.704926 0.492539
0.587516 0.456372 0.446549
0.170185 0.881933 0.193232
0.525246 0.0488157 0.721734
0.613997 0.778862 0.0163824
0.0684287 0.0490991 0.992907
0.058324 0.761553 0.416635
0.0613685 0.795385 0.363597
0.0933267 0.962838 0.0642333
0.375787 0.536768 0.570664
0.3554 0.28243 0.793924
0.774657 0.991526 -0.583217
0.492826 0.22781 0.705225
0.903992 0.623315 -0.205723
0.363078 0.591065 0.518816
0.0831489 0.440644 0.798919
0.987116 0.814608 -0.637984
0.400384 0.34296 0.722071
0.167642 0.730403 0.438408
0.182885 0.370176 0.829523
0.902566 0.974989 -0.765229
0.599415 0.384446 0.492903
0.376181 0.221251 0.809536
0.893539 0.352083 0.0776253
0.335979 0.160201 0.861454
0.567863 0.997149 -0.316776
0.546785 0.123251 0.685835
0.30514 0.291249 0.822063
0.191479 0.260025 0.895723
0.725545 0.642047 0.0613589
0.00626452 0.470441 0.778646
0.997572 0.89004 -0.78732
0.481282 0.391495 0.615099
0.91662 0.712261 -0.347509
0.920076 0.0346011 0.152263
0.190824 0.546033 0.665434
0.350144 0.707512 0.376826
0.963418 0.849829 -0.650385
0.0768188 0.355512 0.86771
0.884883 0.252636 0.153156
0.163507 0.0123214 0.973114
0.88654 0.501673 -0.0376285
0.607915 0.0392921 0.628895
0.23923 0.710076 0.438561
0.109881 0.445956 0.78905
0.880709 0.585765 -0.118769
0.0492709 0.705557 0.499762
0.482915 0.805577 0.11784
0.847652 0.521967 0.00903742
0.151218 0.217905 0.92965
0.721639 0.341801 0.36241
0.127047 0.428626 0.800139
0.856706 0.816426 -0.400497
0.922863 0.226426 0.0970552
0.129766 0.23121 0.929703
0.289089 0.399748 0.756629
0.483985 0.0128857 0.765593
0.244446 0.821442 0.265479
0.714415 0.490765 0.248761
0.916016 0.893476 -0.637385
0.930517 0.352464 0.00990754
0.564734 0.944333 -0.210689
0.72906 0.0532006 0.465641
0.965065 0.12058 0.0541105
0.429234 0.896142 0.0126879
0.917839 0.389183 0.00610724
0.867195 0.0523558 0.245231
0.369376 0.975362 -0.0877687
0.216788 0.192664 0.915884
0.22444 0.609896 0.577654
0.517228 0.801954 0.0893458
0.798753 0.284004 0.281336
0.300279 0.831743 0.218036
0.457498 0.823676 0.112254
0.700025 0.703694 0.0147805
0.940409 0.3451 -0.00346325
0.894953 0.721294 -0.321206
0.44456 0.710006 0.298257
0.736608 0.852448 -0.269259
0.172791 0.381478 0.824618
0.888391 0.350266 0.0880753
0.0677512 0.0037045 0.995396
0.303844 0.463183 0.693141
0.281171 0.580512 0.583949
0.78662 0.937123 -0.49697
0.973467 0.380935 -0.092749
0.477759 0.0192801 0.771375
0.775391 0.519114 0.129289
0.846545 0.148346 0.261355
0.18959 0.971767 0.0197241
0.00820212 0.993409 0.0130712
0.937549 0.709594 -0.382522
0.543098 0.441545 0.510082
0.573067 0.574875 0.341113
0.359342 0.945064 -0.0222721
0.897681 0.008301 0.1941
0.648074 0.167436 0.551965
0.882662 0.474689 -0.00442227
0.169722 0.742243 0.42027
0.316384 0.508272 0.641561
0.343005 0.929489 0.0183985
0.0613057 0.931049 0.129389
0.448691 0.96264 -0.127998
0.400022 0.396778 0.682549
0.00558055 0.543119 0.704991
0.432545 0.459866 0.601429
0.456558 0.990707 -0.189944
0.646245 0.592279 0.231573
0.944785 0.378884 -0.0361711
0.390227 0.967014 -0.0873939
0.404369 0.871722 0.0765866
0.38106 0.210326 0.810556
0.803239 0.321618 0.251369
0.316955 0.0750131 0.893913
0.972792 0.430007 -0.13123
0.191981 0.253276 0.898994
0.454982 0.0483437 0.790654
0.730161 0.137626 0.447924
0.321334 0.395987 0.739939
0.775707 0.60991 0.0262891
0.498902 0.771256 0.156261
0.742143 0.879181 -0.323735
0.159736 0.508617 0.715794
0.453665 0.298518 0.705075
0.7461 0.893086 -0.354268
0.287511 0.822488 0.24085
0.400268 0.294993 0.752764
0.959791 0.472188 -0.144161
0.757755 0.368541 0.289985
0.991037 0.274684 -0.0576062
0.566766 0.497247 0.431522
0.0363366 0.060539 0.995015
0.927439 0.0849096 0.132648
0.720018 0.481976 0.249274
0.0187274 0.255866 0.934182
0.405158 0.981281 -0.127065
0.383091 0.329709 0.744534
0.161049 0.240618 0.916166
0.796876 0.591009 0.0156963
0.281166 0.223038 0.8712
0.448697 0.269713 0.725926
0.27829 0.023207 0.922016
0.650081 0.149584 0.55502
0.0419833 0.975415 0.0468028
0.0872121 0.363588 0.860198
0.69757 0.17988 0.481039
0.494816 0.0844708 0.748022
0.855789 0.797513 -0.368403
0.00598345 0.990601 0.0186743
0.0383515 0.262968 0.929377
0.12315 0.638671 0.576933
0.668231 0.398495 0.39467
0.541533 0.981724 -0.25704
0.275981 0.207857 0.88063
0.1476 0.378639 0.834846
0.483423 0.0475012 0.764045
0.766725 0.787861 -0.208593
0.587728 0.36931 0.518186
0.396517 0.56169 0.527279
0.0884435 0.486568 0.75543
0.498963 0.0376952 0.749615
0.370715 0.102401 0.852085
0.696976 0.346182 0.394382
0.401809 0.559652 0.525339
0.545041 0.0313497 0.701948
0.37712 0.367562 0.722679
0.985199 0.869996 -0.72751
0.878659 0.335985 0.115072
0.61179 0.181834 0.592649
0.748582 0.463334 0.224946
0.686489 0.766995 -0.0595483
0.0799208 0.956861 0.0780296
0.822649 0.552408 0.0180943
0.486313 0.114737 0.750335
0.772038 0.00324376 0.403947
0.98227 0.24839 -0.0265513
0.707041 0.691862 0.0214199
0.672623 0.316853 0.447183
0.866494 0.370664 0.111796
0.158647 0.583005 0.634937
0.528419 0.04912 0.71836
0.730195 0.733259 -0.0708526
0.730236 0.490914 0.225759
0.0722441 0.662787 0.555494
0.414569 0.92179 -0.0215642
0.00910126 0.555691 0.691125
0.752716 0.217585 0.386076
0.62279 0.0713923 0.607036
0.75045 0.118875 0.422694
0.00365082 0.273061 0.925424
0.928924 0.0337476 0.13596
0.691765 0.126549 0.505447
0.881487 0.810262 -0.433544
0.973469 0.300416 -0.0378926
0.936436 0.382736 -0.023399
0.130144 0.242906 0.924059
0.536184 0.163438 0.685795
0.638787 0.156162 0.567565
0.967818 0.0190165 0.0629672
0.28313 0.622682 0.532105
0.34986 0.0678885 0.872989
0.410156 0.334447 0.719917
0.019083 0.415482 0.827011
0.775845 0.806114 -0.251756
0.0342628 0.734493 0.459347
0.626634 0.153021 0.583914
0.181593 0.250023 0.904512
0.63456 0.404777 0.433489
0.196507 0.965097 0.0299731
0.423083 0.365688 0.687273
0.0807325 0.69053 0.51665
0.587446 0.421598 0.477162
0.637475 0.459975 0.382049
0.366002 0.7906 0.240994
0.497785 0.719458 0.234591
0.291006 0.802253 0.271705
0.760595 0.132785 0.403863
0.557906 0.25577 0.623323
0.308459 0.714678 0.394088
0.822451 0.533915 0.0385098
0.694779 0.862629 -0.226847
0.804502 0.411989 0.183041
0.288249 0.544457 0.620479
0.293521 0.4889 0.674822
0.680212 0.915394 -0.300635
0.675472 0.303913 0.451375
0.98821 0.0780373 0.0173513
0.0948137 0.672959 0.538137
0.344906 0.249713 0.818683
0.401617 0.854424 0.108663
0.922789 0.345134 0.0293439
0.586207 0.676201 0.199113
0.738676 0.0346792 0.453154
0.487446 0.409533 0.59468
0.784273 0.213315 0.339412
0.266028 0.657186 0.497335
0.74475 0.944231 -0.446225
0.227476 0.532801 0.664378
0.839722 0.79895 -0.343455
0.601003 0.909583 -0.188546
0.526135 0.945932 -0.171606
0.0346272 0.151766 0.975768
0.105611 0.120008 0.974444
0.869223 0.213522 0.19886
0.625947 0.462433 0.394346
0.444907 0.416893 0.628258
0.812732 0.351444 0.215955
0.715184 0.270062 0.415579
0.251561 0.632931 0.536116
0.933037 0.197818 0.0903095
0.104113 0.508528 0.730559
0.471264 0.272889 0.703441
0.432496 0.32165 0.709488
0.297448 0.770836 0.317336
0.76541 0.793037 -0.214761
0.909165 0.104417 0.162516
0.554089 0.33301 0.58209
0.969599 0.116954 0.0461989
0.627719 0.648355 0.185604
0.231597 0.367911 0.811004
0.705139 0.826854 -0.180907
0.731774 0.561255 0.1495
0.582066 0.187253 0.626135
0.20291 0.0819487 0.952112
0.791923 0.883422 -0.407577
0.870294 0.109754 0.230542
0.777677 0.00240511 0.395212
0.917607 0.512129 -0.104279
0.926826 0.530309 -0.140233
0.308224 0.826309 0.222212
0.420814 0.261308 0.754634
0.935926 0.963799 -0.804866
0.178733 0.325189 0.862307
0.0741264 0.228665 0.942218
0.446602 0.473037 0.576783
0.0610151 0.87412 0.232191
0.0849405 0.953576 0.0834778
0.846119 0.95924 -0.636059
0.574867 0.224912 0.618942
0.274238 0.923604 0.07175
0.225975 0.145756 0.927691
0.00375154 0.089162 0.992036
0.628726 0.540386 0.312687
0.774097 0.305495 0.307446
0.0180953 0.398426 0.840929
0.44233 0.00654105 0.804302
0.34269 0.988466 -0.0945009
0.318369 0.29021 0.814419
0.125813 0.145244 0.963075
0.546025 0.97342 -0.24569
0.626602 0.298671 0.518166
0.979539 0.656592 -0.390609
0.844553 0.0750181 0.281102
0.467972 0.81108 0.123152
0.559403 0.896387 -0.116442
0.338802 0.475039 0.659551
0.078439 0.374953 0.853257
0.425609 0.334579 0.706914
0.648821 0.381536 0.433461
0.277447 0.41359 0.751967
0.269044 0.752572 0.361251
0.937417 0.0422034 0.119468
0.445568 0.654296 0.373366
0.0437979 0.966196 0.0645477
0.448784 0.428749 0.614767
0.991219 0.532792 -0.266382
0.500189 0.214519 0.703793
0.486361 0.569195 0.43947
0.99422 0.113316 -0.00131482
0.836032 0.467817 0.0821973
0.402209 0.422561 0.65967
0.993007 0.0630342 0.00996375
0.591406 0.0860777 0.642829
0.020105 0.437972 0.807776
0.454864 0.967729 -0.143401
0.184167 0.282542 0.886252
0.189107 0.338154 0.84989
0.33164 0.199118 0.850367
0.197102 0.191498 0.924479
0.850388 0.349498 0.154691
0.970796 0.0636114 0.0535094
0.615264 0.217838 0.573997
0.192275 0.499109 0.713921
0.531434 0.825552 0.0360419
0.0257188 0.189778 0.963323
0.244154 0.856575 0.206668
0.0684235 0.055543 0.992233
0.15757 0.199756 0.935269
0.883736 0.662623 -0.220058
0.37179 0.956553 -0.0532221
0.0170914 0.314304 0.900921
0.943774 0.226231 0.0581103
0.809465 0.755122 -0.225443
0.428598 0.863732 0.0702704
0.630355 0.0222906 0.602155
0.119915 0.22142 0.936593
0.609736 0.454065 0.422048
0.513873 0.494761 0.491146
0.8715 0.823006 -0.436851
0.734942 0.89381 -0.339036
0.84871 0.735616 -0.26144
0.693898 0.56382 0.200612
0.293935 0.768266 0.32337
0.539138 0.225115 0.658654
0.891416 0.00892086 0.205298
0.149336 0.204048 0.936063
0.767466 0.288846 0.327564
0.799774 0.745846 -0.195924
0.170314 0.255124 0.905905
0.455631 0.138978 0.773086
0.677796 0.235991 0.484901
0.240801 0.890696 0.148676
0.12974 0.606148 0.615752
0.137783 0.514137 0.716679
0.949727 0.0561835 0.0948624
0.198758 0.496209 0.714272
0.184187 0.331684 0.856061
0.973418 0.504812 -0.202378
0.00381469 0.819734 0.328021
0.364161 0.373926 0.727566
0.136796 0.62906 0.58557
0.55768 0.696062 0.204491
0.867454 0.909287 -0.57928
0.593216 0.964269 -0.281719
0.311838 0.075278 0.89709
0.100945 0.337303 0.876037
0.0520761 0.803814 0.35117
0.995058 0.947269 -0.887459
0.542117 0.132211 0.688629
0.260892 0.619181 0.548551
0.161733 0.125245 0.958156
0.234555 0.561321 0.629903
0.0638269 0.393435 0.841135
0.871092 0.591143 -0.108251
0.00850258 0.582994 0.660046
0.292721 0.979184 -0.0444878
0.415881 0.129053 0.810388
0.628147 0.68641 0.134272
0.243004 0.333934 0.829437
0.84225 0.804136 -0.356021
0.0148853 0.0776952 0.993742
0.858565 0.243814 0.20342
0.55788 0.369737 0.552064
0.129414 0.123297 0.96805
0.722995 0.313915 0.378735
0.647244 0.191106 0.544554
0.938223 0.247926 0.0582696
0.909679 0.886958 -0.614211
0.218785 0.732455 0.415642
0.142606 0.205229 0.937544
0.423945 0.721765 0.299327
0.826836 0.180712 0.283686
0.502655 0.215212 0.701022
0.676536 0.368558 0.406464
0.65532 0.0620333 0.566707
0.306165 0.100147 0.896233
0.444117 0.950113 -0.0999549
0.79748 0.0863019 0.356578
0.811731 0.504161 0.0869144
0.330713 0.655256 0.461268
0.273174 0.445774 0.726662
0.105436 0.302748 0.897227
0.958425 0.572308 -0.246116
0.966594 0.0191889 0.0653276
0.408809 0.91508 -0.00449594
0.797254 0.519701 0.0942969
0.0928959 0.565329 0.671774
0.230969 0.701469 0.454594
0.831249 0.839067 -0.395008
0.644483 0.89163 -0.210362
0.20546 0.266294 0.886874
0.632561 0.175351 0.569118
0.704519 0.98379 -0.464189
0.485289 0.731666 0.22916
0.579097 0.333456 0.553454
0.490116 0.542053 0.465965
0.172858 0.82809 0.284388
0.56789 0.11489 0.664302
0.362715 0.818453 0.198573
0.933768 0.102059 0.117662
0.461313 0.330116 0.678214
0.805632 0.847653 -0.367558
0.852248 0.832766 -0.419826
0.087824 0.872793 0.230519
0.011647 0.0990483 0.990054
0.328129 0.505349 0.636953
0.525188 0.649739 0.302017
0.654182 0.696834 0.0864681
0.747743 0.580227 0.104216
0.272219 0.857759 0.190146
0.0919537 0.654351 0.56337
0.456916 0.278466 0.713685
0.58546 0.452421 0.452552
0.0857654 0.516617 0.725751
0.831651 0.0380787 0.306907
0.671641 0.0265345 0.548194
0.859359 0.313472 0.163237
0.0248131 0.114993 0.986161
0.873543 0.34665 0.116756
0.92701 0.848409 -0.579144
0.599 0.169966 0.612311
0.423702 0.403282 0.65784
0.732897 0.978678 -0.494949
0.672159 0.888116 -0.240548
0.200615 0.099546 0.949844
0.566633 0.00837962 0.678857
0.679629 0.614826 0.160093
0.150185 0.537546 0.688489
0.361888 0.0552558 0.865984
0.711077 0.590964 0.14513
0.0943812 0.716472 0.477761
0.115975 0.803778 0.34049
0.789783 0.90129 -0.436081
0.291183 0.444977 0.717208
0.927792 0.633993 -0.262745
0.915343 0.764867 -0.422876
0.226825 0.229822 0.895732
0.0451709 0.363604 0.865752
0.249952 0.203048 0.896296
0.853124 0.715705 -0.240054
0.381116 0.708527 0.352741
0.211708 0.186879 0.920256
0.987362 0.468729 -0.194592
0.675542 0.0459835 0.541529
0.88142 0.792026 -0.404207
0.924857 0.218417 0.0969346
0.890663 0.0910885 0.198422
0.0930774 0.26147 0.92297
0.576617 0.356302 0.540562
0.655123 0.892759 -0.226206
0.8238 0.688697 -0.15295
0.128991 0.309981 0.887273
0.53925 0.673764 0.255252
0.99641 0.938831 -0.874236
0.831693 0.553691 0.00171197
0.143875 0.719068 0.462241
0.0498925 0.483396 0.763839
0.519455 0.357942 0.602045
0.192881 0.0691565 0.958014
0.473663 0.1959 0.737266
0.494538 0.912734 -0.0776505
0.757262 0.140849 0.406716
0.455333 0.58363 0.452047
0.81503 0.705329 -0.161763
0.505718 0.854961 0.0132905
0.81351 0.175963 0.307239
0.856456 0.270497 0.193314
0.491021 0.553737 0.452274
0.471498 0.0723762 0.772452
0.764555 0.337629 0.301463
0.207721 0.385521 0.808226
0.998916 0.118481 -0.0118708
0.317824 0.514273 0.634511
0.0932441 0.644501 0.575924
0.0824572 0.0513213 0.990567
0.709517 0.0843437 0.489471
0.0408839 0.644679 0.582718
0.291788 0.519228 0.645262
0.915974 0.47462 -0.0642728
0.512406 0.467873 0.518536
0.501482 0.151785 0.725478
0.0722963 0.993581 0.00756959
0.883253 0.336185 0.106844
0.1352 0.523953 0.707194
0.0612318 0.20003 0.956239
0.909704 0.183275 0.13885
0.892681 0.46121 -0.00959421
0.909251 0.357321 0.0455849
0.868925 0.144615 0.224056
0.259361 0.962072 0.00714921
0.226257 0.783839 0.334404
0.642011 0.770328 -0.00558374
0.443808 0.974777 -0.147155
0.468644 0.856216 0.0472674
0.587982 0.124331 0.638818
0.937864 0.384157 -0.0271665
0.5698 0.0413875 0.673615
0.048085 0.216318 0.950894
0.825937 0.0607543 0.314137
0.232062 0.831523 0.254717
0.462007 0.387211 0.636617
0.531794 0.611638 0.343094
0.468186 0.368657 0.644894
0.955879 0.362564 -0.0451566
0.912172 0.140258 0.148271
0.0848839 0.0961578 0.983548
0.0996095 0.74297 0.438074
0.595737 0.792009 0.0178191
0.848627 0.1234 0.264604
0.667694 0.316816 0.453812
0.60726 0.638735 0.223252
0.525245 0.0430413 0.722266
0.456752 0.218935 0.743445
0.349565 0.687154 0.405624
0.356883 0.103936 0.861832
0.847181 0.919738 -0.563633
0.366661 0.376142 0.724076
0.309154 0.306599 0.810421
0.439575 0.792951 0.178003
0.217986 0.0301467 0.951573
0.174213 0.689495 0.494246
0.380935 0.866542 0.103993
0.462019 0.55532 0.478158
0.440205 0.737019 0.263022
0.124428 0.234641 0.929461
0.677481 0.741657 -0.00903546
0.549121 0.9958 -0.293152
0.0779369 0.961196 0.0700285
0.328577 0.0339012 0.890888
0.532126 0.26534 0.646436
0.0503945 0.918066 0.154616
0.137 0.446091 0.782234
0.695152 0.406732 0.351332
0.0543387 0.527515 0.718775
0.674981 0.0505716 0.541843
0.00392628 0.0808778 0.993443
0.945351 0.573135 -0.222173
0.730436 0.714828 -0.0445162
0.148092 0.15731 0.953322
0.0235217 0.076691 0.993565
0.996569 0.939609 -0.876013
0.939277 0.718201 -0.398054
0.495782 0.927965 -0.106919
0.0970122 0.794878 0.358757
0.197936 0.322338 0.85692
0.783852 0.409201 0.21813
0.681671 0.301185 0.444612
0.535114 0.45105 0.510207
0.124325 0.982926 0.0183997
0.16972 0.41944 0.795265
0.933131 0.590089 -0.218939
0.683103 0.781259 -0.0769965
0.590679 0.510756 0.390227
0.265938 0.212697 0.884037
0.835217 0.133458 0.284602
0.678551 0.37926 0.39573
0.0517353 0.197458 0.958334
0.251743 0.923316 0.0841123
0.651711 0.602459 0.212317
0.988247 0.524246 -0.251465
0.990786 0.675033 -0.437326
0.187703 0.660513 0.52849
0.239216 0.766657 0.355013
0.718054 0.152296 0.461204
0.997831 0.00197461 0.00432953
0.579433 0.934456 -0.20895
0.0761339 0.881963 0.216345
0.233895 0.688087 0.471829
0.515397 0.319734 0.632136
0.438721 0.429905 0.622705
0.551281 0.155244 0.671988
0.761271 0.944661 -0.471918
0.731409 0.675012 0.00940006
0.680626 0.177255 0.505329
0.626896 0.118715 0.592908
0.290474 0.10943 0.90365
0.349304 0.520335 0.607238
0.764009 0.119305 0.402057
0.651294 0.894552 -0.224408
0.779615 0.410105 0.224015
0.847458 0.953643 -0.627622
0.762396 0.28733 0.336193
0.118093 0.348144 0.86485
0.814922 0.156557 0.311393
0.86783 0.491279 0.00551524
0.0129226 0.62982 0.60316
0.446097 0.701974 0.308229
0.013328 0.687092 0.527728
0.89059 0.247725 0.145482
0.422553 0.165262 0.794138
0.551799 0.142792 0.675129
